ETC_20150211_000001	케파	Kepa
ETC_20150211_005349	원소 속성 tip	Element attribute tip
ETC_20150211_005350	몬스터는 불, 얼음, 땅, 암흑, 독, 전기의 6가지 속성중 하나씩 고유 속성을 지니고 있습니다. 	Monsters have 1 of the 6 attributes : Fire, Ice, Earth, Darkness, Poison, Electric 
ETC_20150211_005351	상성 tip	Resistance Tip 
ETC_20150211_005352	각 몬스터의 속성에 상응하는 공격시 추가 대미지를 입힐 수 있습니다. 	Attacking with countering properties of each monster can cause more damage.
ETC_20150211_005353	궁수팁	Archer Tips
ETC_20150211_005354	공격버튼을 누르고 있으면 타겟된 적을 계속 공격할 수 있으며, 이 때 방향키를 이용하여 이동할 수 있습니다.	Press and hold the attack button to continuously attack the enemy in target. You can also move while attacking using the arrow keys.
ETC_20150211_005355	궁수의 활 공격은 최대 사정거리가 존재하며, 멀리서 공격할 때 높은 대미지를 입힐 수 있습니다.	Archer's arrow attacks have maximum range. Higher damage is made when shot from a distance. 
ETC_20150211_005356	궁수계 클래스는 레벨업시 명중과 회피가 항샹됩니다.	When Archer type class levels up, accuracy and evasion increases. 
ETC_20150211_005357	궁수의 기본 원거리 공격은 비행형 몬스터에게 추가 대미지를 입힙니다.	Basic range attack of Archers cause more damage to flying monsters.
ETC_20150211_005358	마법사팁	Wizard of Tips
ETC_20150211_005359	마법사계 클래스는 스킬 캐스팅중 공격받으면 스킬이 취소될 수 있습니다.	Wizard type classes are attacked duing skill casting, the skill can be cancelled. 
ETC_20150211_005360	마법사계 클래스는 레벨업시 마법 방어력이 향상됩니다.	When Wizard type classes level up, Magic defense increases. 
ETC_20150211_005361	전사팁	Warrior Tips
ETC_20150211_005362	전사계 클래스는 레벨업시 물리 방어력이 향상됩니다.	When Warrior type classes level up, Physical defense increases. 
ETC_20150211_005363	성직자팁	Cleric Tips
ETC_20150211_005364	성직자가 지면에 설치한 마법진은 비행형 몬스터에게 통하지 않을 수 있습니다.	Cleric's magic circles installed on the floor may not be effective on flying monsters. 
ETC_20150211_005365	성직자계 클래스는 레벨업시 SP와 SP 회복량이 향상됩니다.	When Cleric type classes level up, SP and SP recovery increases. 
ETC_20150211_005366	Ctrl 키를 누르고 있는동안 타겟이 고정됩니다.	Hold down the Ctrl key to lock target.
ETC_20150211_005367	Alt 키를 누르면 이동 중 즉시 멈출수 있습니다.	Use Alt key to stop movement immediat2ely.
ETC_20150211_005368	전투중 스페이스바 키를 누르면 현재 타겟을 바라봅니다.	Press the space bar key during battle to face the current target. 
ETC_20150211_005369	컴패니언 탑승 시 컴패니언의 능력치에 비례하여 캐릭터의 능력치가 상승합니다	When boarding the companion, character's stats will increase in proportion to the ability of companion.
ETC_20150211_005370	젬 강화	Strengthen Gem
ETC_20150211_005371	카드 합성	Card synthesis
ETC_20150211_005372	화살제작 특성이 필요합니다.	You must have arrow-making attribute.
ETC_20150211_005374	대화 하기	Talk
ETC_20150211_005377	도구 상점	Tool shop
ETC_20150211_005379	장비교환 포인트 상점	Equipment replacement point shop
ETC_20150211_005387	내리기	Demotion
ETC_20150211_005388	현재 레벨에 맞는 장비 설정	Setting of appropriate equipment to the current level
ETC_20150211_005389	2순위 레벨대 아이템 추가	Add items of twice the level
ETC_20150211_005390	특정 레벨 이하 검색	Search below a certain level
ETC_20150211_005391	치트 시작 설정	Cheat start setting
ETC_20150211_005392	NPC 검색해서 좌표로 이동	Go to coordinate with NPC Search
ETC_20150211_005393	존 검색어	John Search
ETC_20150211_005394	NPC 검색어	NPC Search
ETC_20150211_005395	인근(null)NPC위(1)	Neighborhood of (null) NPC position (1)
ETC_20150211_005396	레이어 변경	Change of layer
ETC_20150211_005397	레이어 값	Layer values
ETC_20150211_005398	현재 레이어 확인	Check current layer
ETC_20150211_005399	스킬락 해제	Skill Unlock
ETC_20150211_005400	검색어	Search
ETC_20150211_005401	퀘스트 진행상태 변경	Change of quest progress
ETC_20150211_005402	퀘스트 권장레벨	Quest recommended level
ETC_20150211_005403	퀘스트 상태 확인	Check the status of the quest
ETC_20150211_005404	퀘스트 ClassName	Quest ClassName
ETC_20150211_005405	베이스 레벨 업	Base level up
ETC_20150211_005406	목표 레벨	Target level
ETC_20150211_005407	test_zonemove.xml 좌표로 이동	Go to test_zonemove.xml coordinate
ETC_20150211_005408	xml 의 ClassName	ClassName of xml
ETC_20150211_005409	UI 모두 오픈	UI all open
ETC_20150211_005410	주변 Dialog, Enter 확인	Peripheral Dialog, Enter confirmation
ETC_20150211_005411	메인 세션 프로퍼티 확인	Check the main session property
ETC_20150211_005412	프로퍼티 명	Property Name
ETC_20150211_005413	특정 세션의 프로퍼티 확인	Check the properties of a particular session
ETC_20150211_005414	세션 명	Session name
ETC_20150211_005415	메인 세션 프로퍼티 수정	Change of the main session property
ETC_20150211_005416	수정값	Revised value
ETC_20150211_005417	특정 세션의 프로퍼티 수정	Change the properties of a particular session
ETC_20150211_005418	좌표간 거리	The distance between the coordinates
ETC_20150211_005419	좌표간 진행방향	Traveling direction between the coordinate
ETC_20150211_005420	버프그룹제거	Delete the buff group
ETC_20150211_005421	서버 FPS보기	View server FPS
ETC_20150211_005422	PVP모드	PVP mode
ETC_20150211_005423	인벤토리 아이템삭제	Delete of inventory items
ETC_20150211_005424	필드 이벤트 발생	Occurrence of field events
ETC_20150211_005425	이벤트 타입	Event type
ETC_20150211_005426	필드 이벤트 시작	The start of the field events
ETC_20150211_005427	필드 이벤트 조건 리셋	Reset field event condition
ETC_20150211_005428	스킬포인트 업	Skill points up
ETC_20150211_005429	포인트	Point
ETC_20150211_005430	스킬 다배우기	Learn it's skills
ETC_20150211_005431	파티 레이드 시간 리셋	Party raid time reset
ETC_20150211_005432	몬스터 모두 제거	Monster Remove All
ETC_20150211_005433	NPC Hide 스위치	NPC Hide switch
ETC_20150211_005434	NPC 함수명	NPC function name
ETC_20150211_005435	퀘스트 트랙 테스트	Quest track test
ETC_20150211_005436	퀘스트명	Quest name
ETC_20150211_005437	퀘스트 트랙 NPC로 이동	Go to Quest track NPC
ETC_20150211_005438	스마트젠 기존 젠 위치 초기화	Initialization of the position of the smart Jen existing Jen
ETC_20150211_005439	스마트젠 테스트	Smart Jen test
ETC_20150211_005440	존ClassName(없으면 현재존 검색)	John ClassName (if it does not exist, it searches the current zone)
ETC_20150211_005441	현재 위치에서 스마트젠 무한 생성	Smart Jen infinite generated from the current location
ETC_20150211_005442	이펙트 테스트	Test of the effect
ETC_20150211_005443	이펙트 이름	Name of the effect
ETC_20150211_005444	스탯 초기화	Status initialization
ETC_20150211_005445	파티 트랙 테스트(강제)	Party track test (forced)
ETC_20150211_005446	주변 PC 퀘스트 진행상태 변경	I want to change the peripheral PC quest progress
ETC_20150211_005447	퀘스트 검색어	Quest Search
ETC_20150211_005457	방어	Defense
ETC_20150211_005468	풀	Full
ETC_20150211_005469	흙	Soil
ETC_20150211_005470	자갈	Gravel
ETC_20150211_005471	모래	Sand
ETC_20150211_005472	철	Iron
ETC_20150211_005473	얼음 	Ice
ETC_20150211_005474	용암	Lava
ETC_20150211_005475	나무	Tree
ETC_20150211_005476	물	Water
ETC_20150211_005477	포이즌 팟	Poison pot
ETC_20150211_005662	버프	Buff
ETC_20150211_005721	//아이템	// Item
ETC_20150211_005722	DirectX 9.0c 이상의 버전이 설치되어 있어야 합니다	You must have DirectX 9.0c or higher installed to run the game client.
ETC_20150211_005723	3D 장치 초기화에 실패하였습니다	Failed to initialize 3D Device.
ETC_20150211_005724	설치된 IME를 지원할 수 없습니다. 아래 출력된 IME 이름을 운영자에게 보내주시기 바랍니다	IME installed is not supported. Please send the name of IME below to GM.
ETC_20150211_005725	운영체제에서 요구하는 언어를 지원하는 키보드를 사용하고 있지 않습니다	Please use the keyboard that supports the language required by the operating system.
ETC_20150211_005726	하드웨어 가속이 지원되지 않는 그래픽 카드 또는 하드웨어 입니다{nl}가속지원 체크를 확인해주시기 바랍니다	The graphics card or hardware does not support hardware acceleration. {nl} Please check the acceleration compatibility.
ETC_20150211_005727	화면 해상도 1024x768 이상, 색 품질을 16비트 또는 32비트로 조정해 주시기 바랍니다	Please adjust screen resolution to at least 1024x768 and color quality to 16-bit or 32-bit.
ETC_20150211_005728	디스플레이 드라이버의 오류로 클라이언트를 종료합니다{nl}디스플레이 제조사에 문의하시기 바랍니다	Client shut down due to an error in the display driver {nl} Please contact the display manufacturer for inquiries. 
ETC_20150211_005729	사운드 드라이버의 오류로 클라이언트를 종료합니다{nl}사운드 드라이버를 설치 또는 재설치하시기 바랍니다	Client shut down to an error in the sound driver. {nl}  Please install or reinstall the sound driver.
ETC_20150211_005730	배경데이터가 존재하지 않습니다. 모든 데이터를 받고 다시 실행해주세요.	Background data does not exist. Please download all data and try again.
ETC_20150211_005731	자기자신에겐 귓속말을 할 수 없습니다.	You cannot whisper to yourself. 
ETC_20150211_005732	채팅은 {Max}바이트를 초과할 수 없습니다. 이모티콘은 많은 바이트를 차지할 수 있기 때문에 개수 제한이 있습니다.	Chat can not exceed {Max} bytes. Number of emoticons usable are limited because it may take several bytes. 
ETC_20150211_005733	지속 시간	Duration
ETC_20150211_005734	시전자	User
ETC_20150211_005735	남은 시간	Time left
ETC_20150211_005736	{s18}{ol}{#ffffcc}이름은 공백을 포함하여{nl}영문 16자, 한글 8자를{nl}초과할 수 없습니다	{S18}{ol}{#ffffcc}Name cannot exceed 16 characters {nl}including black spaces.
ETC_20150211_005737	{s18}{ol}{#ffffcc}서버와의 연결이{nl}끊어졌습니다	{S18}{ol}{#ffffcc}Disconnected with server.{nl}
ETC_20150211_005738	{s18}{ol}{#ffffcc}3초 후 로그인 모드로 이동합니다	{S18}{ol}{#ffffcc} Move to the login mode after 3 seconds
ETC_20150211_005739	{s18}{ol}{#ffffcc}서버에 접속할 수가 없습니다	{S18}{ol}{#ffffcc}Cannot connect to server
ETC_20150211_005740	{s18}{ol}{#ffffcc}아이디가 허용하는 길이를 초과합니다	{S18}{ol}{#ffffcc}ID exceeds the maximum length allowed
ETC_20150211_005741	{s18}{ol}{#ffffcc}아이디 혹은 패스워드가 틀립니다{nl}패스워드의 경우에는 대/소문자를{nl}구분합니다	{S18}{ol}{#ffffcc}Username or password is incorrect. {nl}Please note that passwords are case sensitive. 
ETC_20150211_005742	{s18}{ol}{#ffffcc}서버 종료 작업이 완료되지 않았거나 이미 로그인 되어있습니다{nl}서버 종료 작업의 경우 최대 3분까지 지속될 수 있습니다	{S18}{ol}{#ffffcc} Server end is not completed, or you are already logged in.{nl} Server end may take up to 3 minutes.
ETC_20150211_005743	{s18}{ol}{#ffffcc}인증 코드가 틀렸습니다	{S18}{ol}{#ffffcc} Wrong verification code.
ETC_20150211_005744	{s18}{ol}{#ffffcc}이미 같은 이름이 존재합니다{nl}다른 이름을 정해주세요	{S18}{ol}{#ffffcc} Name already exists. {nl}Please enter a different name.
ETC_20150211_005745	{s18}{ol}{#ffffcc}캐릭터를 생성할 수 없습니다	{S18}{ol}{#ffffcc} Cannot create character
ETC_20150211_005746	{s18}{ol}{#ffffcc}캐릭터를 삭제할 수 없습니다	{S18}{ol}{#ffffcc} Cannot delete character
ETC_20150211_005747	팀이 존재하지 않습니다	Team does not exist
ETC_20150211_005748	{s18}{ol}{#ffffcc}캐릭터가 없습니다	{S18}{ol}{#ffffcc} Character does not exist
ETC_20150211_005749	게임을 시작할 수 없습니다	Cannot start game
ETC_20150211_005750	{s18}{ol}{#ffffcc}인증에 실패하여 서버와{nl} 연결이 끊어졌습니다	{S18}{ol}{#ffffcc} Disconnected with the server due to verification failure
ETC_20150211_005751	무게가 초과되어 아이템을 얻을 수 없습니다{nl}인벤토리의 아이템을 팔거나 버려서 무게를 줄이세요	You have exceeded the maximum weight and cannot receive item. {nl}Sell or discard items in inventory to reduce weight. 
ETC_20150211_005752	아이템을 가질 수 있는 숫자를 초과하여 더 이상 얻을 수 없습니다	You cannot receive the item. You have exceeded the maximum number of items allowed.
ETC_20150211_005753	인벤토리에 빈자리가 없습니다	Your inventory is full.
ETC_20150211_005754	서버가 닫혀있습니다	Server is closed
ETC_20150211_005755	장착할 수 없는 아이템입니다	This item cannot be equipped
ETC_20150211_005756	[{Word}] 사용할 수 없는 단어입니다	[{Word}] is not allowed for use. 
ETC_20150211_005757	{s20}{ol}{#46c8ff}SP가 부족합니다	{S20}{ol}{#46c8ff} You do not have enough SP
ETC_20150211_005758	서버 버전과 일치하지 않습니다	Server version does not match
ETC_20150211_005759	레벨이 부족합니다{nl}아이템 설명에서 장착 가능한 레벨을 확인하세요	Insufficient level. {nl} Please check item description for possible equip level.
ETC_20150211_005760	남성은 착용할 수 없습니다{nl}아이템 설명에서 장착 가능한 성별과 레벨을 확인하세요	Cannot be equipped by male characters. {nl}Please check item description for possible equip gender and level
ETC_20150211_005761	여성은 착용할 수 없습니다{nl}아이템 설명에서 장착 가능한 성별과 레벨을 확인하세요	Cannot be equipped by female characters. {nl}Please check item description for possible equip gender and level
ETC_20150211_005762	캐릭터 이름은 %s자 이상이어야 합니다.	The character name must be at least %s characters.
ETC_20150211_005763	캐릭터 이름은 %s자 이하여야 합니다.	The character name must be less than %s characters.
ETC_20150211_005764	{s18}{ol}{#ffffcc}비밀번호가 맞지 않습니다	{S18}{ol}{#ffffcc} Password incorrect
ETC_20150211_005765	해당 게임에서 설정한 레벨제한에 맞지 않아 참여할 수 없습니다	You cannot join game. Your level does not match the level requirements.
