QUEST_20150211_000001	퀘스트 수정이 필요한 유저를 선택해주세요.	Please select the required user quest fixes.
QUEST_20150211_001008	그래. 하고 싶은 말은 뭔가.	So. Something you want to say.
QUEST_20150211_001009	입구의 두 녀석을 전선으로 보내달라고?{nl}하, 말도 안 되는 소리. 그 녀석들이 자네에게 그렇게 부탁하던가?	You get sent to front the two entrance? And a is, ridiculous {nl}. Thank you Hadonga the people to you that way?
QUEST_20150211_001010	자네들인가? 나도 참 당황스럽군.{nl} 음.. 이런 편한 보직을 놔두고 굳이 전선에 나가겠다니 마음은 고맙지만.. 	Do you guys? You're embarrassing if I Tsu. {Nl} Hmm .. such as invoke besides a pleasant duties thanks to mind Nante going to dare wire.
QUEST_20150211_001011	난 책임감 없는 사람은 질색이네.{nl} 자네들이 수행하던 임무를 대신할 자는 있는 건가? 	I guess people with no sense of responsibility is not good. {Nl} what you're person who instead mission that was being executed?
QUEST_20150211_001012	그 패기 하난 맘에 드는군. {nl}하지만 그렇다고 해서 자네들을 무턱대고 데려갈 순 없어.	Its ambition Hanan favorite groups. {Nl} But it is not possible to this thing is going to take you blindly.
QUEST_20150211_001013	이 라이몬다스의 부대는 무패의 부대로 이름나 있다. {nl}그만큼 내 부대의 병사들은 내가 인정하는 정예병으로만 구성되어 있지.	Troops of this Kaminarimon dozen, has grown to name undefeated troops. {Nl} much soldiers of my troops, not configured only in my admit elite.
QUEST_20150211_001014	그런데 이 녀석도 데려갈 건가?	By the way, what this people also take?
QUEST_20150211_001015	이 녀석이 뭘 하는 녀석인지는 모르겠지만, 명심해두게. 전쟁은 장난이 아니야.{nl}전투에서 잘 써먹을 자신이 있다면 허락하지.	Although this person do not know what you are someone who's, placing it in mind. War is not a prank. {Nl} is allowed if it is frequently used in combat there is confidence.
QUEST_20150211_001016	어휴, 기다리느라 목이 빠져 죽는 줄 알았네.{nl}그러니까 이번엔 좀 얌전히 죽어 줬으면 좋겠어. 	Huh, I found thought or missing die-neck two of town. {Nl} So, now I want dead some quiet.
QUEST_20150211_001017	어이고야. 이번엔 내가 늦었네. 아무렴 뭐 어때. {nl}조금 있으면 내 초유의 걸작이 완성되는데 자네들 마음에 들었으면 좋겠군.	A little bitter gourd. This time Nutootone. Amuryomu How Well. If there {nl} a little, Jotogetogun I asked in your mind that my first masterpiece is completed.
QUEST_20150211_001018	이름모를 마족	Asmodian you do not know the name
QUEST_20150211_001019	아차차.. 깜빡했군. 이 녀석은 가져가야지!	Achacha. I forgot. This person, is not to go with!
QUEST_20150211_001020	라이마의 기운이 느껴지는군.	I force is felt of Lima.
QUEST_20150211_001021	오랜만에 느껴 보는 고통..{nl}	Pain of try to feel for the first time in a long time .. {nl}
QUEST_20150211_001022	그렇다고 해서 너희들에게 힘을 낭비할 필욘 없지.{nl}	It was N Piruyon to waste power to you guys to say either. {Nl}
QUEST_20150211_001023	진짜 계시는 성당에 있는 모양이지?{nl}라이마가 기껏 준비했다는 게 이 정도라니, 참으로 가소로와.	In the form of a real revelation Cathedral? {Nl} Mr. Lai me this degree that was prepared at best, completely and in plastic.
QUEST_20150211_001024	이것이 공간의 문장..{nl}	This is text of space .. {nl}
QUEST_20150211_001025	계시자가 필요하겠어.	Obviously the child is going necessary.
QUEST_20150211_001026	계시자께서 제 발로 나타나셨군.{nl}원하던 바다.	Shotogun revelator appeared on their feet. {Nl} wants sea.
QUEST_20150211_001027	무슨일로 이 저주받은 도시를 방문한 겁니까?{nl}특별한 볼일이 없다면 돌아가 주십시오.	What kind of thing, do you visited this cursed city? {Nl} If you do not have a special errand, please go back.
QUEST_20150211_001028	당신이 그 유명한 계시자시군요. 마침 칼리스 기사단에서 당신같은 유능한 사람들을 찾고 있더군요.{nl}칼리스 기사단을 도울 요량이라면 출입을 잠시동안 허가하겠습니다.	Hope you are at the famous revelator. I'm looking for a talented people like you in the [Finish] chalice Knights. If you intend to help the {nl} chalice Knights, to allow for a while and out.
QUEST_20150211_001029	하지만 잊지마십시오. 이곳의 모든 통행권은 우리 왕국군에게 있습니다.{nl}우리와 불필요한 마찰을 일으키지 않길 바랍니다.	However, please do not forget. Here all of the right-of-way of is at our kingdom army. {Nl} I hope that it does not cause us unnecessary friction.
QUEST_20150211_001030	살티스터라니.. 그게 무슨 소립니까?{nl}말도 안 되는 소리를..	What monkey Chi master. Is it what small? Outrageous sound {nl}.
QUEST_20150211_001031	당신 덕에 실트의 징표가 내 손에 들어왔습니다.{nl}이 버려진 징표를 멍청한 왕국군이나 칼리스 기사단에게 넘겨봐야 보초서는 횟수만 늘어나겠죠.	Signs of silt has entered my hands in your favor. {Nl} would increase only sentries stand number of times to see pass the signs that have been abandoned stupid kingdom army and chalice Knights.
QUEST_20150211_001032	이 물건은 저같은 야욕있고 영리한 자에게 있어야만 그 진가를 발휘합니다.	This stuff, and what there to like me ambition There wise men, will demonstrate its true value.
QUEST_20150211_001033	이제 제가 석화의 힘과 얼음을 다뤄서 수백년 전 고대의 힘을 불러내겠습니다.{nl}당신은 이제 거기서 지켜보기나 하십시오.	Now, i will evoke the ancient power of several hundred years ago, standing in dealing with strength and ice petrified. {Nl} you, please palm watch there now.
QUEST_20150211_001034	시간의 망령들이 당신을 괴롭히지 못 하도록 제가 도와 드릴게요!	Time of ghost so that it does not bother you, I'll to help!
QUEST_20150211_001035	어떻게 된거죠? 저녀석이 여기로 넘어오고 있어요!{nl}조심하세요!	How do I enter? He is coming over here! {Nl} Please note!
QUEST_20150211_001036	계시자님, 성당으로 가십니까? 조심하십시오!{nl}사방에 마족들이 쫙 깔렸습니다!	Revelation bidder, do you go to the Cathedral? Please note! {Nl} where Asmodian was laid suddenly!
QUEST_20150211_001037	결계가 작동되는구나.{nl}내가 성구를 발동시킬 동안 제스티를 부탁한다.	Barrier is I'm running. {Nl} I while to trigger the scripture, thank you first stay.
QUEST_20150211_001038	1층에 없다면 벌써 2층으로 올라간 게로군.{nl}우리가 너무 늦은 게 아니라면 좋겠구나.{nl}	If it is not on the first floor, it Looks that already went up to the second floor. {Nl} we I hope if it is not too late for the. {Nl}
QUEST_20150211_001039	이쪽은 도나타스라는 친구다. {nl}난 먼저 올라가서 제스티의 동태를 살필 테니 준비가 되면 올라오거라.	Here's a friend called Donnas. {Nl} I, up When you first up and ready so consider the dynamics of the stay Ogora.
QUEST_20150211_001040	이봐 여기 들어오면 안 돼!	Hey, When you enter here useless!
QUEST_20150211_001041	펠타스터 마스터가 보냈다니.. 아, 겁쟁이 광부 녀석들이 소란 떨던 그거였군.	Nante Pell data master master transmission, oh, I was it trembling coward miner people commotion.
QUEST_20150211_001042	걱정할 것 없어, 난 하나도 무섭지 않다고 그리고 그건 다 헛소문이야.{nl}갱도가 흔들리는 게 어디 하루 이틀인가	There is no thing to worry about, I and no one afraid, it is not an authentic all. {Nl} tunnel is a where day or two that shakes
QUEST_20150211_001043	의뢰 게시판	Request bulletin board
QUEST_20150211_001044	그동안 접수된 의뢰 리스트 입니다.{nl}주의사항 : 의뢰의 보상의 유무에 대해선 일절 책임지지 않습니다.	This is a request list that has been submitted to. {Nl} Note: not responsible for the presence or absence of remuneration of request.
QUEST_20150211_001045	직원 브렌든	Employee Brandon
QUEST_20150211_001046	그 동안 접수된 의뢰 리스트를 보여드리지요.{nl}한 번 수락한 의뢰는 포기해도 하루가 지나야 다시 받을 수 있다는건 물론 아시겠죠?	Let's give shows a list of requests that have been accepted into it. {Nl} even once can accept the request abandoned, be able to receive again and the day goes by, of course, you know?
QUEST_20150211_001047	(임시)의뢰매니저	(Temporary) request manager
QUEST_20150211_001048	의뢰시작/종료 선택	Selection of start / end of the request
QUEST_20150211_001049	직원 람다	Employee lambda
QUEST_20150211_001050	내가 중개하는 의뢰들은 다른 의뢰들과는 좀 다르다오.{nl}당신이나 당신의 파티원들에게 확실한 보상을 약속해 줄 수 있지.	Request I to mediate, please a little different from the other request. {Nl} and been able to us to a commitment to ensure compensation to you or your party members.
QUEST_20150211_001051	대상 길리엄	Subject Gilliam
QUEST_20150211_001052	다음 단계를 시작 하시겠소?	Start hope Getoso the next steps?
QUEST_20150211_001053	행정관	Officer
QUEST_20150211_001054	여러분들의 능력에 따라 도움이 필요한 곳을 안내해 드리고 있습니다.	I'll guide you to those who need your help depending on your ability.
QUEST_20150211_001055	샤울레이 서쪽 숲에 몬스터가 급격히 불어났다고 합니다.{nl}빠른 지원을 부탁드리겠습니다.	There is a sudden increase of monsters in West Siauliai Woods. {Nl} We need your help quickly.
QUEST_20150211_001056	수정광산에서 부베들이 쏟아져 나오고 있다고 합니다.{nl}광산 마을을 안전하게 지켜내기 위해선 당신의 도움이 필요합니다.	Vubbes are pouring out of the Crystal Mines. {Nl} They need your help to protect the Miners Village
QUEST_20150211_001057	은수협곡이 사악한 기운으로 물들고, 마족들이 침공을 시작했다고 합니다.{nl}파수꾼과 팔라딘 추종자들이 막아내고 있지만, 당신의 도움이 절실한 상황입니다.	Silver Stream Gorge tainted with the evil forces and the Devils has started attacking. {Nl} The troops and Paladin followers are fighting back but they desperately need your help.
QUEST_20150211_001058	테넷 성당에 마족들이 공격을 감행하고 있습니다.{nl}팔라딘 추종자들이 막아내곤 있지만, 도움 없이는 버티기 힘들 것입니다.	Teneto Asmodian will have dared attack the Cathedral. {Nl} you are or prevent Paladin believer, but it is hard to sustain without help.
QUEST_20150211_001059	풀가람 터에 괴이한 사건들이 벌어지고 있습니다.{nl}마을 사람들이 전부 실종되고, 몬스터들이 그 자리를 차지하고 있다는군요.	Bizarre incident has happened to full cathedral ruins. {Nl} village of people are missing all, I I monsters occupies its place.
QUEST_20150211_001060	관문로에서 사악한 기운이 또아리를 틀고 있습니다.{nl}만약 사악한 기운을 없애지 못한다면, 가시덩굴이 온 숲을 뒤덮을 것입니다.	Evil aura in the barrier has waved Toari. If you do not lose the if evil aura {nl}, it is to cover the forest visible crane came.
QUEST_20150211_001061	대왕의 관문에 있는 사학자들을 도와 주십시오.{nl}신수의 날의 실마리를 찾는 그들을 몬스터들이 노리고 있습니다.	Please help historians of the Great barrier. Find the clues {nl} of God Beast day, they monsters have eyeing.
QUEST_20150211_001062	자카리엘 대왕의 왕릉이 사악한 무리에 의해 더럽혀지고 있습니다.{nl}당신의 지원이 없다면, 왕릉은 곧 마족에게 함락될 것입니다.	Zasharieru the Great's tomb has been spotted by evil flock. If {nl} Without your support, O-ryou will be immediately fell into the hands of the Asmodian.
QUEST_20150211_001063	높이굽은 길에 몬스터들이 들어앉아 통행을 방해하고 있습니다.{nl}몬스터들을 처리하지 못한다면 모든 도시와 마을은 고립될 것입니다.	It prevents the passage sitting contains monsters in high crooked road. {Nl} If you do not have to process the monster, it is that all of the towns and villages to isolated.
QUEST_20150211_001064	마법사의 탑에 마족의 침공이 시작되었다고 합니다.{nl}빠른 지원을 부탁드립니다.	I will with the invasion of Asmodian has been started in the tower of the wizard. {Nl} thank you for quick assistance.
